250.00		250.0		9.89478550063e-05		0.000467499670313		8.32136315946e-07		8.66343163395e-07		0.259722039063		0.025334709032
251.00		251.0		0.000101711567088		0.000469451117598		8.34203690571e-07		8.61381759086e-07		0.259767108011		0.0248897480573
252.00		252.0		0.000104497621613		0.000471313278894		8.36068864769e-07		8.5640286743e-07		0.25976260962		0.0244524559172
253.00		253.0		0.000107302965394		0.000473084026249		8.37731676902e-07		8.51411902773e-07		0.259707963466		0.024022828898
254.00		254.0		0.000110124595688		0.0004747614202		8.39192646881e-07		8.46413900356e-07		0.259602701334		0.0236008492795
255.00		255.0		0.00011295954259		0.000476343736453		8.40452803409e-07		8.41413474707e-07		0.25944647955		0.0231864849844
256.00		256.0		0.000115804902809		0.000477829405563		8.41513676141e-07		8.36414814171e-07		0.259239043817		0.0227796902565
257.00		257.0		0.000118657969363		0.000479216992399		8.42377554644e-07		8.31421330732e-07		0.258980216385		0.0223803970313
258.00		258.0		0.000121516110816		0.00048050517373		8.43046791454e-07		8.26435822938e-07		0.258669882499		0.0219885205777
259.00		259.0		0.000124376955377		0.000481692729115		8.43524223383e-07		8.21460262138e-07		0.258307984296		0.0216039548721
260.00		260.0		0.000127238271302		0.000482778392053		8.4381282473e-07		8.16495844291e-07		0.257894440199		0.021226575218
261.00		261.0		0.000130098089301		0.000483760955753		8.43915693589e-07		8.1154284468e-07		0.257429201656		0.0208562356497
262.00		262.0		0.000132954630909		0.000484639102301		8.4383582453e-07		8.06600588138e-07		0.256912161949		0.0204927694728
263.00		263.0		0.000135806417853		0.000485411411464		8.43576202249e-07		8.0166755138e-07		0.256343161947		0.0201359931149
264.00		264.0		0.000138652141301		0.000486076257388		8.43139422349e-07		7.96741173493e-07		0.255721936757		0.0197857024946
265.00		265.0		0.000141490776032		0.000486631812818		8.4252785509e-07		7.91817874308e-07		0.255048119926		0.0194416747634
266.00		266.0		0.000144321525172		0.000487075955057		8.41743418935e-07		7.8689317216e-07		0.25432119625		0.0191036723699
267.00		267.0		0.000147143793796		0.000487406182742		8.40787377701e-07		7.81961493198e-07		0.253540461268		0.0187714394715
268.00		268.0		0.000149957156754		0.000487619544622		8.39660309133e-07		7.77016344155e-07		0.252704987885		0.0184447072338
269.00		269.0		0.000152761376734		0.000487712666937		8.38361929529e-07		7.72050267345e-07		0.251813644639		0.0181231936886
270.00		270.0		0.000155556310859		0.000487681541904		8.36891150793e-07		7.67054794496e-07		0.250864990692		0.017806603592
271.00		271.0		0.000158341906609		0.000487521547519		8.35245646563e-07		7.62020550392e-07		0.249857291676		0.0174946317491
272.00		272.0		0.000161118114271		0.000487227364186		8.33422041778e-07		7.56937269633e-07		0.24878848253		0.017186964164
273.00		273.0		0.000163884816581		0.000486792851478		8.31415504589e-07		7.517938185e-07		0.247656110845		0.016883279243
274.00		274.0		0.000166641755533		0.000486211044606		8.2921972486e-07		7.46578328578e-07		0.246457342156		0.0165832514137
275.00		275.0		0.000169388470983		0.000485474061203		8.2682695304e-07		7.41278077031e-07		0.245188919799		0.0162865489529
276.00		276.0		0.00017212414887		0.000484572966799		8.24227500185e-07		7.35879741514e-07		0.243847104871		0.0159928401029
277.00		277.0		0.000174847487976		0.000483497819893		8.21409752534e-07		7.30369460727e-07		0.242427707528		0.0157017946244
278.00		278.0		0.00017755665121		0.000482237552441		8.18360312458e-07		7.24732673613e-07		0.240926035392		0.0154130805415
279.00		279.0		0.000180248955692		0.000480779825497		8.15063175048e-07		7.18954639898e-07		0.239336830693		0.0151263754326
280.00		280.0		0.000182920869504		0.000479111205164		8.11500246442e-07		7.13020307082e-07		0.237654367641		0.0148413633973
281.00		281.0		0.000185567669413		0.000477216885088		8.0765072465e-07		7.0691452313e-07		0.235872323591		0.0145577393276
282.00		282.0		0.000188183340143		0.000475080845685		8.03491405863e-07		7.00622148132e-07		0.233983868048		0.0142752108429
283.00		283.0		0.000190760221153		0.00047268578745		7.98995848699e-07		6.94128175624e-07		0.231981638914		0.013993500287
284.00		284.0		0.000193288840615		0.000470013122431		7.94134986435e-07		6.87418245697e-07		0.229857747668		0.0137123544015
285.00		285.0		0.000195757545227		0.000467043109517		7.88876394696e-07		6.80478497033e-07		0.22760385454		0.0134315403273
286.00		286.0		0.000198152292942		0.000463754877294		7.83184480492e-07		6.73295924125e-07		0.225211187497		0.0131508516984
287.00		287.0		0.000200456190162		0.000460126574564		7.77020236164e-07		6.65858706686e-07		0.222670622612		0.012870113797
288.00		288.0		0.000202649256073		0.000456135594893		7.70341252967e-07		6.58156525818e-07		0.219972798463		0.0125891881062
289.00		289.0		0.000204708018925		0.000451758752967		7.63101402435e-07		6.50180668767e-07		0.217108205001		0.0123079725457
290.00		290.0		0.000206605131556		0.000446972665341		7.55250991643e-07		6.41924508999e-07		0.214067368458		0.012026408686
291.00		291.0		0.00020830901283		0.000441754003877		7.46736661211e-07		6.33383738698e-07		0.210840971686		0.0117444838901
292.00		292.0		0.000209783502482		0.000436080179507		7.37501358378e-07		6.24556795795e-07		0.207420176706		0.0114622368475
293.00		293.0		0.000210987509028		0.000429929692051		7.27484022443e-07		6.1544507664e-07		0.203796782353		0.0111797588289
294.00		294.0		0.00021187473792		0.000423282922842		7.16620240726e-07		6.06053443112e-07		0.199963587888		0.0108972001045
295.00		295.0		0.000212393501887		0.000416122927866		7.04841785156e-07		5.96390404797e-07		0.195914749466		0.0106147701349
296.00		296.0		0.000212486556065		0.000408436183777		6.9207684616e-07		5.86468552669e-07		0.191646107253		0.0103327421203
